AirWayBill;Carrier Prefix;Flight No.;Airport of Departure (code);Final Destination (code);Picked Up (Date);ETD;ETA;Docs released / Delivered (Date)
GOT097462;7L;202/18;MMX;BAK;2019-02-12 10:00;2019-02-13 18:00:00.0;2019-02-18 18:00:00.0;
CPQ277480;5Y;056/17;VCP;LIM;2019-02-12 12:00;2019-02-17 20:00:00.0;2019-02-18 20:00:00.0;
EIN108026;CX;3123;EIN;TPE;2019-02-12 13:00;2019-02-17 13:50:00.0;2019-02-18 20:15:00.0;
FDH004340;KE;906;STR;NGO;2019-02-12 14:28;2019-02-12 22:00:00.0;2019-02-18 20:50:00.0;
MIL148014;WY;145;MIL;MNL;2019-02-14 13:00;2019-02-16 22:40:00.0;2019-02-18 21:20:00.0;
STR072205;QR;8142;STR;KUL;2019-02-12 13:37;2019-02-12 23:00:00.0;2019-02-18 21:50:00.0;
NUE051694;QR;8142;NUE;CGK;2019-02-12 13:33;2019-02-13 18:00:00.0;2019-02-18 21:50:00.0;
STR072139;QR;8142;STR;CGK;2019-02-12 08:55;2019-02-12 23:40:00.0;2019-02-18 21:50:00.0;
NUE051640;QR;8142;NUE;KUL;2019-02-12 13:33;2019-02-13 18:00:00.0;2019-02-18 21:50:00.0;
NUE051580;QR;8142;NUE;KUL;2019-02-12 15:30;2019-02-12 18:00:00.0;2019-02-18 21:50:00.0;
STR072193;QR;8142;STR;CGK;2019-02-12 08:55;2019-02-12 23:00:00.0;2019-02-18 21:50:00.0;
NUE051681;QR;8142;NUE;KUL;2019-02-12 13:33;2019-02-13 18:00:00.0;2019-02-18 21:50:00.0;
BUH714824;TK;0090/18;OTP;ICN;2019-02-12 12:00;2019-02-14 10:00:00.0;2019-02-18 22:00:00.0;
PRG609235;EK;308/18;PRG;PEK;2019-02-12 07:00;2019-02-16 22:00:00.0;2019-02-18 22:30:00.0;
GOT097471;QY;0582/18;MMX;ICN;2019-02-12 10:00;2019-02-13 20:00:00.0;2019-02-18 22:30:00.0;
GOT097448;QY;0582/18;ARN;ICN;2019-02-12 10:00;2019-02-13 20:00:00.0;2019-02-18 22:30:00.0;
GOT097470;QY;0582/18;ARN;ICN;2019-02-12 10:00;2019-02-13 20:00:00.0;2019-02-18 22:30:00.0;
FMO007749;RU;718;FRA;PVG;2019-02-12 13:36;2019-02-17 19:20:00.0;2019-02-18 23:30:00.0;
FDH004343;RU;718;STR;PVG;2019-02-12 14:27;2019-02-13 22:00:00.0;2019-02-18 23:30:00.0;
NUE051204;RU;718;NUE;PVG;2019-02-12 09:08;2019-02-15 20:30:00.0;2019-02-18 23:30:00.0;
FDH004339;RU;718;STR;PVG;2019-02-12 14:27;2019-02-12 22:00:00.0;2019-02-18 23:30:00.0;
FRA042199;RU;718;FRA;PVG;2019-02-12 00:00;2019-02-17 19:20:00.0;2019-02-18 23:30:00.0;
PIL121020;CA;1030;JFK;PVG;2019-02-12 12:00;2019-02-17 08:30:00.0;2019-02-18 23:55:00.0;
NRT210993;KE;0655/18;NRT;BOM;2019-02-12 15:00;2019-02-14 14:00:00.0;2019-02-19 00:40:00.0;
HCH637875;BA;123/18;LNZ;DOH;2019-02-12 08:34;2019-02-15 22:00:00.0;2019-02-19 05:20:00.0;
HCH637879;CV;8501/19;LNZ;CAI;2019-02-12 14:12;2019-02-15 23:00:00.0;2019-02-19 05:35:00.0;
QGL348148;M6;873;QGL;SDQ;2019-02-12 10:00;2019-02-14 16:00:00.0;2019-02-19 07:50:00.0;
GRZ416313;LH;6560/18;GRZ;DUR;2019-02-12 17:07;2019-02-14 21:30:00.0;2019-02-19 08:00:00.0;
MAA560176;EK;0127/19;MAA;VIE;2019-02-12 17:53;2019-02-18 03:30:00.0;2019-02-19 09:00:00.0;
MIL148046;QR;8212;MIL;SIN;2019-02-14 08:00;2019-02-17 02:15:00.0;2019-02-19 09:15:00.0;
TPE137659;CX;3274/14;TPE;VCP;2019-02-12 10:00;2019-02-13 12:55:00.0;2019-02-19 10:00:00.0;
50106093500;ZP;4805/18;DWC;BSR;2019-02-12 10:00;2019-02-13 10:00:00.0;2019-02-19 10:00:00.0;
TPE137664;CX;3274/14;TPE;MAO;2019-02-12 15:40;2019-02-13 12:55:00.0;2019-02-19 10:00:00.0;
BOM339378;LH;8268/18;BOM;CWB;2019-02-12 10:00;2019-02-14 06:55:00.0;2019-02-19 10:30:00.0;
BOM339366;LH;8268/18;BOM;CWB;2019-02-12 10:00;2019-02-14 06:55:00.0;2019-02-19 10:30:00.0;
CWB528187;QR;0090/19;CWB;BLR;2019-02-12 15:00;2019-02-17 11:00:00.0;2019-02-19 11:00:00.0;
BRE003052;TG;921;BRE;MEL;2019-02-12 15:43;2019-02-12 18:00:00.0;2019-02-19 13:05:00.0;
WAW119682;LX;0252/19;LCJ;TLV;2019-02-12 12:00;2019-02-14 22:30:00.0;2019-02-19 14:35:00.0;
TPE137657;CX;3274/14;TPE;MAO;2019-02-12 07:00;2019-02-13 12:55:00.0;2019-02-19 16:00:00.0;
TPE137667;CX;3274/14;TPE;MAO;2019-02-12 16:33;2019-02-13 12:55:00.0;2019-02-19 16:00:00.0;
LHR323559;AA;8955/18;LHR;ORD;2019-02-12 12:30;2019-02-18 09:55:00.0;2019-02-19 16:00:00.0;
TPE137665;CX;3274/14;TPE;VCP;2019-02-12 07:00;2019-02-13 12:55:00.0;2019-02-19 16:00:00.0;
NUE051660;QR;8222;NUE;SGN;2019-02-12 13:33;2019-02-13 20:30:00.0;2019-02-19 17:45:00.0;
NUE051695;QR;8222;NUE;SGN;2019-02-12 13:33;2019-02-13 20:30:00.0;2019-02-19 17:45:00.0;
NUE051697;QR;8222;NUE;SGN;2019-02-12 13:33;2019-02-13 20:30:00.0;2019-02-19 17:45:00.0;
NUE051659;QR;8222;NUE;SGN;2019-02-12 13:33;2019-02-13 20:30:00.0;2019-02-19 17:45:00.0;
NUE051661;QR;8222;NUE;SGN;2019-02-12 13:33;2019-02-13 20:30:00.0;2019-02-19 17:45:00.0;
GOT097453;TK;6376/19;MMX;DWC;2019-02-12 10:00;2019-02-13 18:00:00.0;2019-02-19 18:00:00.0;
LIS074299;BA;3519/18;LIS;IAH;2019-02-12 11:00;2019-02-13 18:00:00.0;2019-02-19 19:10:00.0;
TPE137656;CX;3274/14;TPE;MAO;2019-02-12 14:00;2019-02-13 12:55:00.0;2019-02-19 20:00:00.0;
TPE137666;CX;3274/14;TPE;VCP;2019-02-12 16:30;2019-02-13 12:55:00.0;2019-02-19 20:00:00.0;
FKB014546;SQ;325;FKB;SYD;2019-02-12 13:56;2019-02-12 23:00:00.0;2019-02-19 20:45:00.0;
STR072378;CV;7981;STR;PVG;2019-02-12 13:46;2019-02-12 23:00:00.0;2019-02-19 21:45:00.0;
TPE137660;CX;3274/14;TPE;VCP;2019-02-12 15:32;2019-02-13 12:55:00.0;2019-02-19 22:00:00.0;
TPE137671;CX;3274/14;TPE;VCP;2019-02-12 15:30;2019-02-13 12:55:00.0;2019-02-19 22:00:00.0;
GOT097464;QY;0592/19;MMX;MSP;2019-02-12 10:00;2019-02-12 22:00:00.0;2019-02-19 22:44:00.0;
GOT097474;SK;953/19;MMX;VVI;2019-02-12 09:00;2019-02-14 18:00:00.0;2019-02-19 23:00:00.0;
QGL348115;EK;088;ZRH;PVG;2019-02-12 10:00;2019-02-16 14:40:00.0;2019-02-19 23:25:00.0;
QGL348116;EK;088;ZRH;PVG;2019-02-12 10:00;2019-02-16 14:40:00.0;2019-02-19 23:25:00.0;
NUE051693;7L;264;NUE;NKG;2019-02-12 11:23;2019-02-13 18:00:00.0;2019-02-20 04:30:00.0;
PRG609241;AI;302/19;PRG;SYD;2019-02-12 10:00;2019-02-15 22:00:00.0;2019-02-20 06:10:00.0;
PRG609125;AI;380/19;PRG;SIN;2019-02-12 07:00;2019-02-15 22:00:00.0;2019-02-20 07:30:00.0;
HCH637878;AI;380/19;LNZ;SIN;2019-02-12 13:55;2019-02-15 22:00:00.0;2019-02-20 07:30:00.0;
BRE003044;QT;703;BRE;MDE;2019-02-12 15:40;2019-02-12 20:00:00.0;2019-02-20 08:50:00.0;
PRG609179;IB;6833/19;PRG;SCL;2019-02-12 12:54;2019-02-15 23:00:00.0;2019-02-20 09:15:00.0;
QGL348138;UC;1505;QGL;SCL;2019-02-12 10:00;2019-02-15 15:30:00.0;2019-02-20 09:35:00.0;
SZX159146;OZ;284/13;SZX;GDL;2019-02-12 10:00;2019-02-13 10:00:00.0;2019-02-20 10:00:00.0;
BOM339380;EY;0001/15;BOM;STR;2019-02-12 10:30;2019-02-14 22:50:00.0;2019-02-20 10:30:00.0;
BOM339390;EY;0001/15;BOM;PRG;2019-02-12 10:30;2019-02-14 22:50:00.0;2019-02-20 10:30:00.0;
GOT097479;CV;7602/19;GOT;CWB;2019-02-12 10:00;2019-02-15 20:00:00.0;2019-02-20 11:10:00.0;
KIX678864;LH;717/13;KIX;WRO;2019-02-12 11:00;2019-02-13 08:00:00.0;2019-02-20 14:50:00.0;
FRA042056;CV;9422/19;FRA;NRT;2019-02-12 09:13;2019-02-15 22:00:00.0;2019-02-20 16:25:00.0;
MUC024678;7L;264;MUC;NKG;2019-02-12 10:00;2019-02-12 19:00:00.0;2019-02-21 00:00:00.0;
MUC024702;7L;264;MUC;NKG;2019-02-12 11:00;2019-02-12 19:00:00.0;2019-02-21 00:00:00.0;
NUE051748;RU;282;NUE;PEK;2019-02-12 16:07;2019-02-18 20:30:00.0;2019-02-21 02:00:00.0;
NUE051751;RU;282;NUE;PEK;2019-02-12 16:07;2019-02-13 20:30:00.0;2019-02-21 02:00:00.0;
BOM339374;QR;0263/15;BOM;WAW;2019-02-12 10:00;2019-02-14 05:55:00.0;2019-02-21 07:30:00.0;
TPE621929;CI;5398/15;TPE;GRU;2019-02-12 15:00;2019-02-15 04:00:00.0;2019-02-21 10:00:00.0;
NUE051692;EY;008;NUE;SIN;2019-02-12 14:07;2019-02-13 20:30:00.0;2019-02-21 10:05:00.0;
SYD433571;DL;2592/15;SYD;ATL;2019-02-12 15:00;2019-02-14 12:35:00.0;2019-02-21 12:00:00.0;
GOT097498;QY;1980/21;MMX;BOG;2019-02-12 14:00;2019-02-13 18:00:00.0;2019-02-21 23:00:00.0;
WRO333935;CA;772/18;WRO;SZX;2019-02-12 09:00;2019-02-15 18:00:00.0;2019-02-22 00:00:00.0;
ABZ660767;4W;2616/17;ABZ;SZA;2019-02-12 10:00;2019-02-14 14:00:00.0;2019-02-22 11:30:00.0;
MIL148090;LH;257;MIL;MEX;2019-02-18 08:00;2019-02-18 19:30:00.0;2019-02-22 18:00:00.0;
DEL174312;LH;0761/13;DEL;KRK;2019-02-12 17:00;2019-02-13 03:35:00.0;2019-02-23 18:00:00.0;
ABZ660773;4W;2616/17;BRU;CAB;2019-02-12 10:00;2019-02-15 22:00:00.0;2019-02-24 04:00:00.0;
ABZ660775;4W;2616/17;BRU;CAB;2019-02-12 13:08;2019-02-15 22:00:00.0;2019-02-24 04:00:00.0;
BOM339386;9W;232/19;BOM;LIL;2019-02-12 10:30;2019-02-18 15:35:00.0;2019-02-25 10:30:00.0;
BOM339387;9W;232/19;BOM;LIL;2019-02-12 10:30;2019-02-18 15:35:00.0;2019-02-25 10:30:00.0;
BOM339388;9W;232/19;BOM;LIL;2019-02-12 10:30;2019-02-18 15:35:00.0;2019-02-25 10:30:00.0;
ABZ660760;CA;001/01;LHR;EZE;2019-02-12 11:00;2019-02-23 12:00:00.0;2019-02-25 12:00:00.0;
