AirWayBill;Carrier Prefix;Flight No.;Airport of Departure (code);Final Destination (code);Picked Up (Date);ETD;ETA;Docs released / Delivered (Date)
CVG505497;5Y;033;MIA;EZE;2019-03-12 09:27;2019-03-21 04:00:00.0;2019-03-21 14:00:00.0;
SZV016353;CI;5320/21;PVG;JFK;2019-03-12 08:45;2019-03-21 04:00:00.0;2019-03-21 23:00:00.0;
SZV016354;CI;5320/21;PVG;JFK;2019-03-11 14:00;2019-03-21 04:00:00.0;2019-03-21 23:00:00.0;
FKB015696;LH;716;FRA;KIX;2019-03-20 13:44;2019-03-21 04:00:00.0;2019-03-22 22:20:00.0;
PVG963072;CI;6595/23;PVG;PEN;2019-03-19 23:01;2019-03-21 04:00:00.0;2019-03-23 11:30:00.0;
PVG965754;BR;6608A/21;PVG;ATL;2019-03-20 08:27;2019-03-21 04:00:00.0;2019-03-21 11:45:00.0;
NKG214177;OZ;988/21;PVG;ICN;2019-03-20 10:00;2019-03-21 04:00:00.0;2019-03-21 07:35:00.0;
PVG968394;CI;5320/21;PVG;JFK;2019-03-20 10:41;2019-03-21 04:00:00.0;2019-03-21 23:00:00.0;
BNA228959;QT;4163;MIA;EZE;2019-03-06 08:00;2019-03-21 04:00:00.0;2019-03-14 14:00:00.0;
SIN945314;QR;945;SIN;FRA;2019-03-19 17:00;2019-03-21 04:00:00.0;2019-03-21 08:00:00.0;
PVG963174;CI;6595/23;PVG;PEN;2019-03-16 15:00;2019-03-21 04:00:00.0;2019-03-20 11:30:00.0;
BLR879303;SQ;3718/24;BLR;STR;2019-03-19 19:00;2019-03-21 04:05:00.0;2019-03-26 12:00:00.0;
BLR879307;SQ;3718/24;BLR;STR;2019-03-19 19:00;2019-03-21 04:05:00.0;2019-03-26 12:00:00.0;
BLR879302;SQ;3718/24;BLR;STR;2019-03-19 19:00;2019-03-21 04:05:00.0;2019-03-26 12:00:00.0;
BLR879304;SQ;3718/24;BLR;STR;2019-03-19 19:00;2019-03-21 04:05:00.0;2019-03-26 12:00:00.0;
BLR879308;SQ;3718/24;BLR;STR;2019-03-19 19:00;2019-03-21 04:05:00.0;2019-03-26 12:00:00.0;
BLR879309;SQ;3718/24;BLR;STR;2019-03-19 19:00;2019-03-21 04:05:00.0;2019-03-26 12:00:00.0;
MEX479888;ZZ;0723/12;MEX;TGU;2019-03-01 17:43;2019-03-21 04:25:00.0;2019-03-25 14:00:00.0;
MEX479813;ZZ;0723/12;MEX;TGU;2019-03-01 17:43;2019-03-21 04:25:00.0;2019-03-25 14:00:00.0;
COK200902;EY;151/22;COK;ORD;2019-03-19 14:30;2019-03-21 04:25:00.0;2019-03-22 14:45:00.0;
BKK317743;CV;7973/21;BKK;BUD;2019-03-20 13:00;2019-03-21 04:30:00.0;2019-03-23 12:30:00.0;
CEB822016;PR;730/21;CEB;BKK;2019-03-20 21:00;2019-03-21 04:35:00.0;;
NUE055591;LH;7120;FRA;BKK;2019-03-19 16:16;2019-03-21 04:45:00.0;2019-03-22 13:00:00.0;
PVG951394;LH;8401/21;PVG;FRA;2019-03-20 00:22;2019-03-21 05:00:00.0;2019-03-21 13:00:00.0;
MIA775386;T7;523;MIA;CCS;2019-03-07 18:00;2019-03-21 05:00:00.0;2019-03-24 08:00:00.0;
PVG969107;LH;8401/21;PVG;WAW;2019-03-20 04:34;2019-03-21 05:00:00.0;2019-03-30 13:00:00.0;
17609368015;EK;9875/21;PVG;RUH;2019-03-19 18:27;2019-03-21 05:00:00.0;2019-03-22 19:00:00.0;
ZGN089179;K4;248/21;ZGN;DEL;2019-03-19 10:00;2019-03-21 05:00:00.0;2019-03-21 08:00:00.0;
17609368004;EK;9875/21;PVG;RUH;2019-03-19 18:24;2019-03-21 05:00:00.0;2019-03-22 19:00:00.0;
PVG082105;LH;504/22;PVG;GRU;2019-03-19 20:07;2019-03-21 05:00:00.0;2019-03-23 05:55:00.0;
17609350401;EK;9875/21;PVG;RUH;2019-03-19 18:25;2019-03-21 05:00:00.0;2019-03-22 19:00:00.0;
CKG070635;RU;481/21;CKG;LHR;2019-03-16 00:00;2019-03-21 05:30:00.0;2019-03-21 18:30:00.0;
CKG070634;RU;481/21;CKG;LHR;2019-03-16 00:00;2019-03-21 05:30:00.0;2019-03-21 18:30:00.0;
PVG959102;EK;456/22;PVG;HAM;2019-03-19 20:40;2019-03-21 05:30:00.0;2019-03-22 17:00:00.0;
PVG964215;EK;143/23;PVG;MAD;2019-03-19 09:11;2019-03-21 05:30:00.0;2019-03-23 20:20:00.0;
PVG964219;EK;143/23;PVG;MAD;2019-03-20 10:51;2019-03-21 05:30:00.0;2019-03-23 20:20:00.0;
PVG964780;EK;510/22;PVG;DEL;2019-03-15 08:00;2019-03-21 05:30:00.0;2019-03-22 09:35:00.0;
PVG965260;EK;568/28;PVG;BLR;2019-03-20 10:38;2019-03-21 05:30:00.0;2019-03-29 03:00:00.0;
BER005233;QY;7336;LEJ;DEL;2019-03-18 17:00;2019-03-21 05:40:00.0;2019-03-21 17:55:00.0;
KUL113120;KE;251/21;KUL;MAO;2019-03-20 16:00;2019-03-21 05:40:00.0;2019-03-27 00:45:00.0;
BER005234;QY;7336;LEJ;DEL;2019-03-18 17:00;2019-03-21 05:40:00.0;2019-03-21 17:55:00.0;
CVG505569;CX;3185;ATL;HKG;2019-03-15 10:59;2019-03-21 05:45:00.0;2019-03-22 14:15:00.0;
CVG505568;OZ;247;ATL;CAN;2019-03-15 10:54;2019-03-21 05:50:00.0;2019-03-23 12:10:00.0;
BNA821159;OZ;247;ATL;PUS;2019-03-12 16:00;2019-03-21 05:50:00.0;2019-03-23 17:20:00.0;
BOM339615;QR;0604/23;BOM;KHI;2019-03-19 10:00;2019-03-21 05:55:00.0;2019-03-24 01:50:00.0;
BKK317567;MH;1138/22;BKK;PEN;2019-03-20 13:00;2019-03-21 05:55:00.0;2019-03-22 22:30:00.0;
02086069093;LH;758/22;PRG;MAA;2019-03-19 06:05;2019-03-21 06:05:00.0;2019-03-23 00:10:00.0;
STR076912;TP;597;STR;POA;2019-03-18 12:46;2019-03-21 06:15:00.0;2019-03-23 19:30:00.0;
58020538114;RU;481/21;CKG;LHR;2019-03-18 16:48;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070304;RU;481/21;CKG;LHR;2019-03-16 00:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070306;RU;481/21;CKG;LHR;2019-03-19 16:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070308;RU;481/21;CKG;LHR;2019-03-20 16:00;2019-03-21 06:30:00.0;2019-03-21 18:00:00.0;
CKG070630;RU;481/21;CKG;LHR;2019-03-18 12:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070637;RU;481/21;CKG;LHR;2019-03-18 12:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070645;RU;481/21;CKG;LHR;2019-03-20 16:00;2019-03-21 06:30:00.0;2019-03-21 18:00:00.0;
CKG071129;RU;481/21;CKG;LHR;2019-03-18 15:20;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071133;RU;481/21;CKG;LHR;2019-03-18 12:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071136;RU;481/21;CKG;LHR;2019-03-19 16:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070626;RU;481/21;CKG;LHR;2019-03-18 12:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070632;RU;481/21;CKG;LHR;2019-03-20 16:00;2019-03-21 06:30:00.0;2019-03-21 18:00:00.0;
CKG070633;RU;481/21;CKG;LHR;2019-03-19 16:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070638;RU;481/21;CKG;LHR;2019-03-18 12:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070639;RU;481/21;CKG;LHR;2019-03-19 16:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070641;RU;481/21;CKG;LHR;2019-03-19 16:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071124;RU;481/21;CKG;LHR;2019-03-16 00:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071130;RU;481/21;CKG;LHR;2019-03-18 12:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071131;RU;481/21;CKG;LHR;2019-03-19 16:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071134;RU;481/21;CKG;LHR;2019-03-19 16:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071125;RU;481/21;CKG;LHR;2019-03-16 00:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071126;RU;481/21;CKG;LHR;2019-03-18 12:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071127;RU;481/21;CKG;LHR;2019-03-18 12:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071139;RU;481/21;CKG;LHR;2019-03-19 16:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071142;RU;481/21;CKG;LHR;2019-03-20 16:00;2019-03-21 06:30:00.0;2019-03-21 18:00:00.0;
CKG071145;RU;481/21;CKG;LHR;2019-03-20 16:00;2019-03-21 06:30:00.0;2019-03-21 18:00:00.0;
58020538125;RU;481/21;CKG;LHR;2019-03-20 16:00;2019-03-21 06:30:00.0;2019-03-21 18:00:00.0;
CKG070305;RU;481/21;CKG;LHR;2019-03-16 00:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070307;RU;481/21;CKG;LHR;2019-03-19 16:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070309;RU;481/21;CKG;LHR;2019-03-20 16:00;2019-03-21 06:30:00.0;2019-03-21 18:00:00.0;
CKG070623;RU;481/21;CKG;LHR;2019-03-18 12:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070624;RU;481/21;CKG;LHR;2019-03-18 12:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070628;RU;481/21;CKG;LHR;2019-03-19 16:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070629;RU;481/21;CKG;LHR;2019-03-20 16:00;2019-03-21 06:30:00.0;2019-03-21 18:00:00.0;
CKG070631;RU;481/21;CKG;LHR;2019-03-18 12:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG070636;RU;481/21;CKG;LHR;2019-03-20 16:00;2019-03-21 06:30:00.0;2019-03-21 18:00:00.0;
CKG071123;RU;481/21;CKG;LHR;2019-03-16 00:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071132;RU;481/21;CKG;LHR;2019-03-19 16:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071135;RU;481/21;CKG;LHR;2019-03-19 16:00;2019-03-21 06:30:00.0;2019-03-21 18:30:00.0;
CKG071138;RU;481/21;CKG;LHR;2019-03-20 16:00;2019-03-21 06:30:00.0;2019-03-21 18:00:00.0;
CKG071141;RU;481/21;CKG;LHR;2019-03-20 16:00;2019-03-21 06:30:00.0;2019-03-21 18:00:00.0;
TPE625181;B7;170/21;TPE;ICN;2019-03-20 19:00;2019-03-21 06:55:00.0;2019-03-21 10:20:00.0;
TPE625182;B7;170/21;TPE;ICN;2019-03-20 19:00;2019-03-21 06:55:00.0;2019-03-21 10:20:00.0;
BOM339608;LH;7586/21;BOM;BSL;2019-03-19 10:00;2019-03-21 06:55:00.0;2019-03-22 08:00:00.0;
TPE625144;B7;170/21;TPE;ICN;2019-03-20 18:00;2019-03-21 06:55:00.0;2019-03-21 10:20:00.0;
BOM339613;QR;0727/23;BOM;PHL;2019-03-19 10:00;2019-03-21 06:55:00.0;2019-03-23 15:20:00.0;
HEL706746;QR;908/23;HEL;SYD;2019-03-18 08:30;2019-03-21 07:00:00.0;2019-03-24 18:55:00.0;
BIO300452;LH;0586/21;BIO;CAI;2019-03-20 08:00;2019-03-21 07:00:00.0;2019-03-22 22:00:00.0;
EIN110323;KZ;049;EIN;KIX;2019-03-19 18:00;2019-03-21 07:05:00.0;2019-03-23 23:59:00.0;
EIN110324;KZ;049;EIN;NRT;2019-03-19 15:20;2019-03-21 07:05:00.0;2019-03-22 11:00:00.0;
EIN110318;KZ;049;EIN;NRT;2019-03-19 12:00;2019-03-21 07:05:00.0;2019-03-22 07:00:00.0;
EIN110322;KZ;049;EIN;KIX;2019-03-19 17:00;2019-03-21 07:05:00.0;2019-03-23 23:59:00.0;
TPE624912;BR;281/21;TPE;CEB;2019-03-19 14:00;2019-03-21 07:10:00.0;2019-03-21 10:05:00.0;
MNL601907;5J;312/21;MNL;TPE;2019-03-20 08:00;2019-03-21 07:25:00.0;2019-03-21 10:00:00.0;
QGL349155;TK;1912;ZRH;TUN;2019-03-19 10:00;2019-03-21 07:30:00.0;2019-03-22 10:20:00.0;
QGL349140;TK;1912;ZRH;KTM;2019-03-19 10:00;2019-03-21 07:30:00.0;2019-03-22 11:00:00.0;
IST985588;TK;6462/21;IST;JNB;2019-03-20 10:00;2019-03-21 07:30:00.0;2019-03-21 16:05:00.0;
TPE624728;CI;5254/21;TPE;DFW;2019-03-20 16:16;2019-03-21 07:35:00.0;2019-03-21 14:30:00.0;
TXG624975;CI;5254/21;TPE;ATL;2019-03-20 07:00;2019-03-21 07:35:00.0;2019-03-21 16:00:00.0;
TPE625015;CI;5254/21;TPE;ATL;2019-03-20 10:00;2019-03-21 07:35:00.0;2019-03-21 10:25:00.0;
TPE624944;CI;5254/21;TPE;LRD;2019-03-20 16:00;2019-03-21 07:35:00.0;2019-03-23 10:00:00.0;
TPE625091;CI;5254/21;TPE;DFW;2019-03-20 11:00;2019-03-21 07:35:00.0;2019-03-24 14:30:00.0;
TPE625101;CI;5254/21;TPE;DFW;2019-03-20 18:00;2019-03-21 07:35:00.0;2019-03-21 14:30:00.0;
TPE625132;CI;5254/21;TPE;DFW;2019-03-20 18:00;2019-03-21 07:35:00.0;2019-03-21 14:30:00.0;
SIN661199;SQ;930;SIN;SUB;2019-03-20 19:55;2019-03-21 07:50:00.0;2019-03-21 09:15:00.0;
WUH009087;RU;481/22;CGO;AMS;2019-03-19 23:47;2019-03-21 07:55:00.0;2019-03-22 18:00:00.0;
WUH009146;RU;481/22;CGO;AMS;2019-03-19 23:17;2019-03-21 07:55:00.0;2019-03-22 18:00:00.0;
WUH009148;RU;481/22;CGO;AMS;2019-03-20 01:32;2019-03-21 07:55:00.0;2019-03-22 18:00:00.0;
WUH009274;RU;481/22;CGO;AMS;2019-03-20 00:47;2019-03-21 07:55:00.0;2019-03-22 18:00:00.0;
PVG967435;RU;765/21;CGO;FRA;2019-03-19 19:17;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
WUH009425;RU;481/22;CGO;AMS;2019-03-20 00:02;2019-03-21 07:55:00.0;2019-03-22 18:00:00.0;
WUH009273;RU;481/22;CGO;AMS;2019-03-20 00:47;2019-03-21 07:55:00.0;2019-03-22 18:00:00.0;
PVG967428;RU;765/21;CGO;FRA;2019-03-19 19:47;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
PVG967434;RU;765/21;CGO;FRA;2019-03-19 19:17;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
PVG967441;RU;765/21;CGO;FRA;2019-03-19 19:32;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
PVG967447;RU;765/21;CGO;FRA;2019-03-19 19:32;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
PVG967451;RU;765/21;CGO;FRA;2019-03-19 19:17;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
PVG967452;RU;765/21;CGO;FRA;2019-03-19 19:17;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
DUS015517;TK;1530;DUS;ESB;2019-03-19 14:00;2019-03-21 07:55:00.0;2019-03-24 23:59:00.0;
PVG967431;RU;765/21;CGO;FRA;2019-03-19 19:32;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
PVG967432;RU;765/21;CGO;FRA;2019-03-19 19:32;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
PVG967436;RU;765/21;CGO;FRA;2019-03-19 19:17;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
PVG967443;RU;765/21;CGO;FRA;2019-03-19 19:32;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
PVG967454;RU;765/21;CGO;FRA;2019-03-19 19:32;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
PIL121202;RU;508B;LAX;SVO;2019-03-13 12:00;2019-03-21 07:55:00.0;2019-03-23 02:00:00.0;
PVG967429;RU;765/21;CGO;FRA;2019-03-19 19:17;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
PVG967446;RU;765/21;CGO;FRA;2019-03-19 19:17;2019-03-21 07:55:00.0;2019-03-21 12:30:00.0;
LHR500013;CV;9407;LHR;VCP;2019-03-18 18:00;2019-03-21 08:00:00.0;2019-03-23 00:15:00.0;
23099043022;CM;624/20;MDE;PTY;2019-03-19 14:37;2019-03-21 08:00:00.0;2019-03-21 12:00:00.0;
11766311991;SK;4172/22;ABZ;TRD;2019-03-20 05:38;2019-03-21 08:00:00.0;2019-03-21 16:00:00.0;
SYD434035;VN;772/21;SYD;NUE;2019-03-19 15:00;2019-03-21 08:00:00.0;2019-03-26 06:30:00.0;
PNQ196510;LH;0757/22;BOM;FRA;2019-03-20 09:30;2019-03-21 08:00:00.0;2019-03-22 21:00:00.0;
SYD434033;VN;772/21;SYD;FMO;2019-03-18 15:00;2019-03-21 08:00:00.0;2019-03-23 06:30:00.0;
LHR325074;CV;7605/22;LHR;VCP;2019-03-19 17:00;2019-03-21 08:00:00.0;2019-03-23 00:15:00.0;
LHR500026;CV;9407;LHR;VCP;2019-03-18 19:10;2019-03-21 08:00:00.0;2019-03-23 00:15:00.0;
SIN661336;TG;402;SIN;BLR;2019-03-20 19:28;2019-03-21 08:15:00.0;2019-03-22 23:55:00.0;
SIN661340;TG;402;SIN;BLR;2019-03-20 18:52;2019-03-21 08:15:00.0;2019-03-22 23:55:00.0;
SIN661233;TG;402;SIN;BLR;2019-03-20 19:28;2019-03-21 08:15:00.0;2019-03-22 23:55:00.0;
SIN661127;TG;402;SIN;BLR;2019-03-20 18:00;2019-03-21 08:15:00.0;2019-03-22 23:55:00.0;
SIN661343;TG;402;SIN;BLR;2019-03-20 18:52;2019-03-21 08:15:00.0;2019-03-22 23:55:00.0;
NGB285106;LH;8401/21;NGB;FRA;2019-03-17 15:00;2019-03-21 08:20:00.0;2019-03-21 13:00:00.0;
SAN776751;QR;8178;LAX;HYD;2019-03-18 15:00;2019-03-21 08:20:00.0;2019-03-24 01:45:00.0;
SAN776750;QR;8178;LAX;BLR;2019-03-18 15:00;2019-03-21 08:20:00.0;2019-03-23 13:00:00.0;
QGL349137;QR;094;ZRH;SGN;2019-03-19 10:00;2019-03-21 08:35:00.0;2019-03-23 07:15:00.0;
TPE624839;BR;075/21;TPE;EIN;2019-03-20 09:00;2019-03-21 08:40:00.0;2019-03-21 19:35:00.0;
TPE625081;BR;075/21;TPE;EIN;2019-03-20 10:00;2019-03-21 08:40:00.0;2019-03-21 19:35:00.0;
TPE625082;BR;075/21;TPE;EIN;2019-03-20 10:00;2019-03-21 08:40:00.0;2019-03-23 10:00:00.0;
TPE625096;BR;075/21;TPE;EIN;2019-03-20 16:00;2019-03-21 08:40:00.0;2019-03-21 19:35:00.0;
PVG961461;KA;831/21;PVG;HKG;2019-03-19 19:04;2019-03-21 08:40:00.0;2019-03-21 11:40:00.0;
HKG202292;CX;139;HKG;SYD;2019-03-19 15:52;2019-03-21 08:40:00.0;2019-03-21 20:45:00.0;
TPE625095;BR;075/21;TPE;EIN;2019-03-20 16:00;2019-03-21 08:40:00.0;2019-03-21 19:35:00.0;
TPE625152;BR;075/21;TPE;EIN;2019-03-20 18:00;2019-03-21 08:40:00.0;2019-03-23 10:00:00.0;
TPE625180;BR;075/21;TPE;EIN;2019-03-20 20:00;2019-03-21 08:40:00.0;2019-03-21 19:30:00.0;
TPE625153;BR;075/21;TPE;EIN;2019-03-20 19:00;2019-03-21 08:40:00.0;2019-03-21 19:35:00.0;
TPE625159;BR;075/21;TPE;EIN;2019-03-20 18:00;2019-03-21 08:40:00.0;2019-03-21 19:35:00.0;
TPE625025;BR;075/21;TPE;EIN;2019-03-20 12:00;2019-03-21 08:40:00.0;2019-03-21 19:35:00.0;
TPE625102;BR;075/21;TPE;EIN;2019-03-20 18:00;2019-03-21 08:40:00.0;2019-03-21 19:30:00.0;
TPE625137;BR;075/21;TPE;EIN;2019-03-20 16:00;2019-03-21 08:40:00.0;2019-03-21 19:35:00.0;
TPE625183;BR;075/21;TPE;EIN;2019-03-20 19:00;2019-03-21 08:40:00.0;2019-03-21 19:35:00.0;
PEN498644;KE;251/22;PEN;VCP;2019-03-19 20:00;2019-03-21 08:45:00.0;;
NUE055602;CX;038;FRA;HAN;2019-03-19 00:00;2019-03-21 08:45:00.0;2019-03-22 18:35:00.0;
EIN110362;KL;6020;AMS;JFK;2019-03-20 17:00;2019-03-21 08:55:00.0;2019-03-21 13:25:00.0;
LUG646697;UA;135;LUG;HNL;2019-03-19 11:00;2019-03-21 09:00:00.0;2019-03-22 16:26:00.0;
PVG967106;CI;5388/23;PVG;VIX;2019-03-18 08:00;2019-03-21 09:00:00.0;2019-03-23 08:30:00.0;
PVG967107;CI;5388/23;PVG;VIX;2019-03-18 08:00;2019-03-21 09:00:00.0;2019-03-23 08:30:00.0;
BKK317534;EY;007C/21;BKK;FRA;2019-03-19 13:00;2019-03-21 09:00:00.0;2019-03-21 13:25:00.0;
NRT212903;EY;007E/21;NRT;ZIW;2019-03-18 16:00;2019-03-21 09:00:00.0;2019-03-22 08:00:00.0;
ZRH909365;TK;1903;ZRH;RUH;2019-03-14 08:00;2019-03-21 09:00:00.0;2019-03-26 06:00:00.0;
LUG646694;UA;135;LUG;HNL;2019-03-19 11:00;2019-03-21 09:00:00.0;2019-03-22 18:00:00.0;
LUG646695;UA;135;LUG;HNL;2019-03-19 11:00;2019-03-21 09:00:00.0;2019-03-22 16:26:00.0;
GRZ416434;LX;196/22;GRZ;PEK;2019-03-18 10:00;2019-03-21 09:00:00.0;2019-03-23 05:10:00.0;
LUG646696;UA;135;LUG;HNL;2019-03-19 11:00;2019-03-21 09:00:00.0;2019-03-22 16:26:00.0;
LUG646698;UA;135;LUG;HNL;2019-03-19 11:00;2019-03-21 09:00:00.0;2019-03-22 16:26:00.0;
ABZ660995;UA;879/21;ABZ;IAH;2019-03-19 08:00;2019-03-21 09:05:00.0;2019-03-21 14:45:00.0;
01644766256;UA;879/21;ABZ;IAH;2019-03-19 05:49;2019-03-21 09:05:00.0;2019-03-21 14:45:00.0;
PVG081899;5Y;035/26;PVG;MAO;2019-03-20 05:00;2019-03-21 09:10:00.0;2019-03-26 07:00:00.0;
EIN110351;UA;0071;EIN;LAX;2019-03-20 12:00;2019-03-21 09:15:00.0;2019-03-22 09:48:00.0;
07425069995;MP;8140;AMS;NBO;2019-03-08 16:30;2019-03-21 09:15:00.0;2019-03-21 22:30:00.0;
EIN110346;UA;0071;EIN;LAX;2019-03-20 12:00;2019-03-21 09:15:00.0;2019-03-22 09:48:00.0;
NRT212934;CI;107/21;NRT;TPE;2019-03-18 17:00;2019-03-21 09:20:00.0;2019-03-21 12:30:00.0;
NRT213037;CI;107/21;NRT;TPE;2019-03-19 17:30;2019-03-21 09:20:00.0;2019-03-21 12:30:00.0;
MNL601780;QR;8141/22;MNL;BRU;2019-03-20 14:00;2019-03-21 09:25:00.0;2019-03-22 20:20:00.0;
MNL601796;QR;8141/22;MNL;BUD;2019-03-18 14:00;2019-03-21 09:25:00.0;2019-03-22 20:20:00.0;
MNL601865;QR;8141/22;MNL;NUE;2019-03-20 11:00;2019-03-21 09:25:00.0;2019-03-22 20:20:00.0;
MNL601795;QR;8141/22;MNL;BUD;2019-03-18 14:00;2019-03-21 09:25:00.0;2019-03-22 20:20:00.0;
MNL601835;QR;8141/22;MNL;FRA;2019-03-19 15:00;2019-03-21 09:25:00.0;2019-03-22 20:20:00.0;
MNL601864;QR;8141/22;MNL;OTP;2019-03-19 16:00;2019-03-21 09:25:00.0;2019-03-22 20:20:00.0;
MNL601861;QR;8141/22;MNL;STR;2019-03-20 11:00;2019-03-21 09:25:00.0;2019-03-22 20:20:00.0;
MNL601862;QR;8141/22;MNL;NUE;2019-03-20 11:00;2019-03-21 09:25:00.0;2019-03-22 20:20:00.0;
MNL601880;QR;8141/22;MNL;BRU;2019-03-19 14:00;2019-03-21 09:25:00.0;2019-03-22 20:20:00.0;
MNL601912;QR;8141/22;MNL;BRU;2019-03-20 14:00;2019-03-21 09:25:00.0;2019-03-22 20:20:00.0;
MNL601108;QR;8141/22;MNL;BUH;2019-03-20 12:00;2019-03-21 09:25:00.0;2019-03-22 20:20:00.0;
MIL149485;LH;249;MIL;LHR;2019-03-18 11:00;2019-03-21 09:30:00.0;2019-03-21 16:45:00.0;
COK200900;EK;111/22;COK;BUD;2019-03-19 11:30;2019-03-21 09:40:00.0;2019-03-24 16:00:00.0;
QGL349139;LX;252;ZRH;TLV;2019-03-20 10:00;2019-03-21 09:45:00.0;2019-03-21 14:35:00.0;
EIN110361;KL;6009;AMS;PDX;2019-03-20 12:00;2019-03-21 09:50:00.0;2019-03-21 12:50:00.0;
BRN496946;LX;016;ZRH;JFK;2019-03-19 16:30;2019-03-21 09:50:00.0;2019-03-21 14:00:00.0;
TPE624979;BR;215/21;TPE;SIN;2019-03-20 10:00;2019-03-21 09:55:00.0;2019-03-21 14:30:00.0;
WAW120011;SU;250/22;WAW;ICN;2019-03-19 12:00;2019-03-21 09:55:00.0;2019-03-23 11:30:00.0;
CWB528281;QR;488/24;GRU;BLR;2019-03-15 15:00;2019-03-21 10:00:00.0;2019-03-23 19:00:00.0;
FRA044363;ET;3715/21;FRA;JNB;2019-03-18 08:08;2019-03-21 10:00:00.0;2019-03-21 20:30:00.0;
LUX367966;ET;3715/21;LUX;JNB;2019-03-18 13:30;2019-03-21 10:00:00.0;2019-03-21 20:30:00.0;
FLR725956;AZ;9951;MIL;ICN;2019-03-19 09:00;2019-03-21 10:00:00.0;2019-03-22 15:00:00.0;
TPE625129;QR;019/23;TPE;DUB;2019-03-20 18:16;2019-03-21 10:00:00.0;2019-03-23 06:20:00.0;
HEL706754;QR;900/23;HEL;PER;2019-03-19 08:30;2019-03-21 10:00:00.0;2019-03-23 18:40:00.0;
SZX162411;KE;9130/21;SZX;MAD;2019-03-20 10:00;2019-03-21 10:00:00.0;2019-03-21 18:00:00.0;
PVG968501;AC;028/21;PVG;YYZ;2019-03-20 07:57;2019-03-21 10:00:00.0;2019-03-21 23:00:00.0;
LUX367751;ET;3715/21;LUX;JNB;2019-03-13 13:10;2019-03-21 10:00:00.0;2019-03-21 20:30:00.0;
LUX367752;ET;3715/21;LUX;JNB;2019-03-14 13:40;2019-03-21 10:00:00.0;2019-03-21 20:30:00.0;
LUX367754;ET;3715/21;LUX;JNB;2019-03-18 15:30;2019-03-21 10:00:00.0;2019-03-21 20:30:00.0;
LUX367757;ET;3715/21;LUX;JNB;2019-03-18 15:30;2019-03-21 10:00:00.0;2019-03-21 20:30:00.0;
LUX367759;ET;3715/21;LUX;JNB;2019-03-15 14:00;2019-03-21 10:00:00.0;2019-03-21 20:30:00.0;
CWB528276;QR;659/21;CWB;BOM;2019-03-14 15:00;2019-03-21 10:00:00.0;2019-03-24 11:00:00.0;
